Dedo,Movimento,Repetição,Timestamp,Canal1,Canal2,Canal3,Canal4,Canal5,Canal6,Canal7,Canal8
1,Flexão,3,1759150220180331,-4,7,13,30,12,-2,-6,-7
1,Flexão,3,1759150220181230,-2,-3,4,1,32,-4,-5,-4
1,Flexão,3,1759150220181230,-1,-3,-1,2,-3,3,-2,-3
1,Flexão,3,1759150220194456,-4,-11,-8,-8,-21,4,0,-2
1,Flexão,3,1759150220194456,4,8,1,-2,7,1,4,2
1,Flexão,3,1759150220195485,1,3,-8,-11,-7,3,2,2
1,Flexão,3,1759150220195485,-2,1,11,40,17,-2,-2,-3
1,Flexão,3,1759150220217147,-3,-5,-10,-48,-15,-4,1,1
1,Flexão,3,1759150220217147,0,-3,-2,-6,-24,2,0,0
1,Flexão,3,1759150220217147,-5,-3,-4,3,2,-12,-4,-2
1,Flexão,3,1759150220217147,2,6,4,3,-8,-2,2,1
1,Flexão,3,1759150220239731,-5,-8,-11,8,20,-3,-3,-3
1,Flexão,3,1759150220239731,-3,-15,-3,-5,10,2,-2,-4
1,Flexão,3,1759150220240836,1,4,7,-8,-12,6,3,0
1,Flexão,3,1759150220240836,-1,-3,-3,6,2,0,-1,-1
1,Flexão,3,1759150220254154,-2,-3,-11,8,0,-3,-2,-1
1,Flexão,3,1759150220254154,-1,-1,-3,-36,-24,-11,-1,1
1,Flexão,3,1759150220255248,0,2,-3,-4,7,8,3,-2
1,Flexão,3,1759150220255248,-3,-7,-4,-8,-20,-8,-2,-3
1,Flexão,3,1759150220276523,2,2,-2,-6,-5,-2,1,0
1,Flexão,3,1759150220276523,-2,-6,-6,14,18,5,1,-1
1,Flexão,3,1759150220277531,9,20,5,23,3,-1,2,4
1,Flexão,3,1759150220277531,1,4,-3,-26,-17,-2,1,-1
1,Flexão,3,1759150220300136,-2,-1,0,-7,-19,4,-3,-2
1,Flexão,3,1759150220300136,-1,-1,-1,18,9,-3,0,1
1,Flexão,3,1759150220301151,-1,-6,-6,16,5,-10,-5,1
1,Flexão,3,1759150220301151,0,2,8,3,33,10,-1,-3
1,Flexão,3,1759150220314480,-1,1,-1,-6,14,1,-1,-4
1,Flexão,3,1759150220314480,-1,2,-6,-5,-19,-3,-1,-3
1,Flexão,3,1759150220314480,-1,-2,6,6,-8,2,1,3
1,Flexão,3,1759150220314480,1,-6,-6,13,13,-3,0,3
1,Flexão,3,1759150220336696,1,-1,-5,-10,-2,3,4,8
1,Flexão,3,1759150220336696,0,1,6,9,2,1,-1,0
